"CT_ID_10","NAME","TotalPop","PopDen","SexRatio","AgeU18","Age1834","Age3564","AgeO65","ForBorn","White","Black","Asian","Hispanic","TwoOrMore","EthHet","MedHouseIncome","PubAssist","GINI","FamPovPer","UnempRate","TotalHouseH","FamHousePer","FemHeadPer","SameSexCoupPer","GrandHeadPer","LessThanHS","HSGrad","SomeColl","Bach","Master","Prof","Doc","CommuteLess10","Commute1030","Commute3060","Commute6090","CommuteOver90","ByAuto","ByPubTrans","ByBike","ByWalk","TotalHouseUnits","VacantUnitPer","RentersPer","HomeOwnPer","MedGrossRent","MedHomeVal","MedYrBuiltRaw","MedYrBuilt","MedYrMovedIn","MedYrRentMovedIn","AREA_ACRES","TOWN_ID","TOWN","FIPS_STCO","COUNTY","MAtown"
"25025060501","Census Tract 605.01, Suffolk County, Massachusetts",4071,25608.0020984014,0.873446847676024,0.116924588553181,0.500614099729796,0.334315892901007,0.0481454188160157,0.0663227708179808,0.913780397936625,0.00663227708179808,0.0415131417342176,0.025792188651437,0.0122819945959224,0.162572819315417,132750,0.00598503740648379,0.4007,0.0458452722063037,0.0309246785058175,2005,0.348129675810474,0.0349127182044888,0.0444444444444444,0,0.0269219264134011,0.0547412503739156,0.119952138797487,0.525575830092731,0.200717918037691,0.0448698773556686,0.0272210589291056,0.055,0.51,0.380333333333333,0.0546666666666667,0,0.454632282712512,0.374084686405603,0.0124164278892073,0.0709964979305954,2154,0.0691736304549675,0.480299251870324,0.519700748129676,1919,592900,0,NA,2012,2013,101.7369,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25025061101","Census Tract 611.01, Suffolk County, Massachusetts",2300,36041.4322188744,1.5164113785558,0.326521739130435,0.278260869565217,0.32,0.0752173913043478,0.282608695652174,0.177391304347826,0.199565217391304,0.172608695652174,0.412608695652174,0.0247826086956522,0.728666351606805,12759,0.139853747714808,0.5543,0.579831932773109,0.232456140350877,1094,0.543875685557587,0.425959780621572,NA,0.0246800731261426,0.355371900826446,0.296769346356123,0.163035311795642,0.169797145003757,0.00901577761081893,0,0.00601051840721262,0.0267983074753173,0.404795486600846,0.465444287729196,0.10296191819464,0,0.3737658674189,0.456981664315938,0,0.142454160789845,1164,0.0601374570446735,0.992687385740402,0.00731261425959781,344,NA,0,NA,2008,2008,40.8386,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25025070101","Census Tract 701.01, Suffolk County, Massachusetts",7075,17451.7996327591,1.00198075834748,0.0757597173144876,0.473356890459364,0.335123674911661,0.115759717314488,0.371166077738516,0.525229681978799,0.0231802120141343,0.345865724381625,0.0838162544169611,0.0195053003533569,0.596948195132915,84083,0.0420841683366733,0.6351,0.0701892744479495,0.0745116952013504,3493,0.363011737761237,0.00916117950186086,0.0304568527918782,0,0.130029732408325,0.089990089197225,0.0727452923686819,0.271159563924678,0.228344895936571,0.14013875123885,0.067591674925669,0.192106790481718,0.522054556006965,0.265525246662797,0.02031340684852,0,0.191605342055056,0.244480784955029,0.00381575361133824,0.467702371218316,4585,0.238167938931298,0.693959347265961,0.30604065273404,2301,945100,2001,"2000 to 2009",2013,2014,251.8164,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25025070402","Census Tract 704.02, Suffolk County, Massachusetts",2398,23277.1906153961,1.07260155574762,0.0959132610508757,0.372810675562969,0.337364470391993,0.193911592994162,0.472060050041701,0.298165137614679,0.122602168473728,0.47372810675563,0.0788156797331109,0.0129274395329441,0.665436028494694,28851,0.028169014084507,0.6011,0.286334056399132,0.0784313725490196,1136,0.40580985915493,0.137323943661972,0.0681818181818182,0,0.244174265450861,0.233535967578521,0.136271529888551,0.197568389057751,0.121580547112462,0.0339412360688956,0.0329280648429585,0.0581395348837209,0.47093023255814,0.373062015503876,0.0813953488372093,0.0164728682170543,0.370334928229665,0.225837320574163,0.0334928229665072,0.338755980861244,1273,0.107619795758052,0.963908450704225,0.0360915492957746,1008,1080400,1992,"1990 to 1999",2012,2012,66.1367,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25025071101","Census Tract 711.01, Suffolk County, Massachusetts",4290,31070.9611749309,1.04773269689737,0.113986013986014,0.359207459207459,0.413752913752914,0.113053613053613,0.316550116550117,0.478321678321678,0.116550116550117,0.186713286713287,0.147785547785548,0.0706293706293706,0.700922022810135,52676,0.0352402745995423,0.6045,0.126200274348422,0.066607851786502,2185,0.333638443935927,0.0681922196796339,0.458015267175573,0,0.114640883977901,0.10414364640884,0.140331491712707,0.288674033149171,0.188950276243094,0.127900552486188,0.0353591160220995,0.173318753417168,0.408419901585566,0.350464734827775,0.0377255330781848,0.0300710770913067,0.285425101214575,0.269230769230769,0.12246963562753,0.248481781376518,2272,0.0382922535211268,0.62883295194508,0.37116704805492,NA,758100,0,NA,2013,2014,89.6364,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25025071201","Census Tract 712.01, Suffolk County, Massachusetts",3734,23460.5205384412,0.868868868868869,0.19737546866631,0.285752544188538,0.351901446170327,0.164970540974826,0.27905731119443,0.37439742903053,0.185324049276915,0.150776647027317,0.259775040171398,0.015532940546331,0.735264893110085,53649,0.0362929358392741,0.661,0.260740740740741,0.148483235763704,1543,0.437459494491251,0.16202203499676,0.165289256198347,0.0194426441996111,0.2502689135891,0.171387594119756,0.140552169236285,0.17497310864109,0.143062029401219,0.0781642165650771,0.0415919684474722,0.124342105263158,0.559868421052632,0.251973684210526,0.0269736842105263,0.0368421052631579,0.367859384808537,0.180790960451977,0.029504080351538,0.362209667294413,1601,0.0362273579013117,0.681140635126377,0.318859364873623,623,715200,1968,"1960 to 1969",2011,2012,99.3861,35,"BOSTON",25025,"SUFFOLK","BOSTON"
"25027710400","Census Tract 7104, Worcester County, Massachusetts",2338,3942.06638487133,1.08192341941229,0.248502994011976,0.239948674080411,0.365697177074423,0.145851154833191,0.0829769033361848,0.736099230111206,0.0132591958939264,0.0179640718562874,0.212147134302823,0.0201026518391788,0.412653002683378,60000,0.0280373831775701,0.3995,0.101941747572816,0.0356550580431177,856,0.72196261682243,0.22196261682243,0.00719424460431655,0.0315420560747664,0.128725428027901,0.359543436905517,0.325301204819277,0.14711477488903,0.0342422320862397,0,0.00507292327203551,0.149321266968326,0.507692307692308,0.275113122171946,0.0552036199095023,0.0126696832579186,0.941279579316389,0,0,0.0166520595968449,913,0.0624315443592552,0.329439252336449,0.670560747663551,995,174500,1950,"1950 to 1959",2006,2011,380.1968,97,"FITCHBURG",25027,"WORCESTER","FITCHBURG"
"25027713100","Census Tract 7131, Worcester County, Massachusetts",8043,292.805215868712,0.69219440353461,0.201168718139998,0.216088524182519,0.412656968792739,0.170085788884744,0.0777073231381325,0.835136143230138,0.0420241203531021,0.0161631232127316,0.0808156160636578,0.0212607236105931,0.2939891852275,103071,0.0066334991708126,0.3795,0.024789029535865,0.0506852857512283,2412,0.786069651741294,0.0829187396351575,0,0.0398009950248756,0.145811426568524,0.193655800911321,0.265509989484753,0.256221521205748,0.110935856992639,0.0148966000701016,0.012968804766912,0.14913565777908,0.303252270729563,0.382654556108995,0.108116026955757,0.0568414884266042,0.879584017515052,0.0158730158730159,0,0.0180623973727422,2639,0.086017430845017,0.19485903814262,0.80514096185738,878,351500,1962,"1960 to 1969",2004,2013,17899.9753,147,"LANCASTER",25027,"WORCESTER","LANCASTER"
"25027716100","Census Tract 7161, Worcester County, Massachusetts",7754,1851.74861592744,0.994854643684075,0.201573381480526,0.228011348981171,0.422491617229817,0.147923652308486,0.0789270054165592,0.851044622130513,0,0.0162496775857622,0.120582924941965,0.0121227753417591,0.260918757333531,79283,0.0181818181818182,0.3553,0.0123946455131383,0.0323246217331499,2970,0.679124579124579,0.0915824915824916,0,0.0191919191919192,0.0373711340206186,0.256627393225331,0.311671575846834,0.29639175257732,0.0705081001472754,0.0158321060382916,0.0115979381443299,0.170554301479809,0.401555053925257,0.325056433408578,0.0797592174567344,0.0230749937296213,0.923240938166311,0.00236910684671879,0,0,3165,0.0616113744075829,0.303703703703704,0.696296296296296,1318,251400,1975,"1970 to 1979",2007,2012,3709.7141,64,"CLINTON",25027,"WORCESTER","CLINTON"
"25027723100","Census Tract 7231, Worcester County, Massachusetts",4323,72.8218038089653,0.873862158647594,0.21882951653944,0.207957436965071,0.396715244043488,0.176497802452001,0.0316909553550775,0.963451306962757,0.00532037936618089,0.00208188757807078,0.025676613462873,0.00346981263011797,0.0710696499403449,68096,0.0465971796443899,0.4315,0.0513059701492537,0.0765895953757225,1631,0.657265481299816,0.058859595340282,0.0522875816993464,0.00797057020232986,0.0849737532808399,0.32250656167979,0.293307086614173,0.185367454068241,0.0843175853018373,0.0150918635170604,0.0144356955380577,0.108092812676853,0.362761743067346,0.392190152801358,0.0911148839841539,0.0458404074702886,0.873490813648294,0.0015748031496063,0,0.047244094488189,1849,0.11790156841536,0.23973022685469,0.76026977314531,693,239100,1970,"1970 to 1979",2002,2010,39543.0035,124,"HARDWICK",25027,"WORCESTER","Multiple Municipalities"
